,rmindfs,rmaxdfs,rmaxfts,smindfs,smaxdfs,smaxfts,accuracy
0,0.0,0.1,500.0,0.0,0.1,500.0,0.8127783487495718
1,0.0,0.1,500.0,0.0,0.1,1000.0,0.8184309695101062
2,0.0,0.1,500.0,0.0,0.2,500.0,0.817060637204522
3,0.0,0.1,500.0,0.0,0.2,1000.0,0.8266529633436108
4,0.0,0.1,500.0,0.005,0.1,500.0,0.8066118533744433
5,0.0,0.1,500.0,0.005,0.1,1000.0,0.8066118533744433
6,0.0,0.1,500.0,0.005,0.2,500.0,0.8141486810551559
7,0.0,0.1,500.0,0.005,0.2,1000.0,0.8141486810551559
8,0.0,0.1,1000.0,0.0,0.1,500.0,0.8233984241178486
9,0.0,0.1,1000.0,0.0,0.1,1000.0,0.8269955464200068
10,0.0,0.1,1000.0,0.0,0.2,500.0,0.8281945871873929
11,0.0,0.1,1000.0,0.0,0.2,1000.0,0.8305926687221651
12,0.0,0.1,1000.0,0.005,0.1,500.0,0.8203151764302844
13,0.0,0.1,1000.0,0.005,0.1,1000.0,0.8203151764302844
14,0.0,0.1,1000.0,0.005,0.2,500.0,0.8249400479616307
15,0.0,0.1,1000.0,0.005,0.2,1000.0,0.8249400479616307
16,0.0,0.2,500.0,0.0,0.1,500.0,0.8124357656731758
17,0.0,0.2,500.0,0.0,0.1,1000.0,0.816032887975334
18,0.0,0.2,500.0,0.0,0.2,500.0,0.8186022610483042
19,0.0,0.2,500.0,0.0,0.2,1000.0,0.8233984241178486
20,0.0,0.2,500.0,0.005,0.1,500.0,0.8064405618362452
21,0.0,0.2,500.0,0.005,0.1,1000.0,0.8064405618362452
22,0.0,0.2,500.0,0.005,0.2,500.0,0.8134635149023638
23,0.0,0.2,500.0,0.005,0.2,1000.0,0.8134635149023638
24,0.0,0.2,1000.0,0.0,0.1,500.0,0.8263103802672148
25,0.0,0.2,1000.0,0.0,0.1,1000.0,0.829222336416581
26,0.0,0.2,1000.0,0.0,0.2,500.0,0.828879753340185
27,0.0,0.2,1000.0,0.0,0.2,1000.0,0.8311065433367592
28,0.0,0.2,1000.0,0.005,0.1,500.0,0.8247687564234327
29,0.0,0.2,1000.0,0.005,0.1,1000.0,0.8247687564234327
30,0.0,0.2,1000.0,0.005,0.2,500.0,0.8295649194929771
31,0.0,0.2,1000.0,0.005,0.2,1000.0,0.8295649194929771
32,0.005,0.1,500.0,0.0,0.1,500.0,0.8127783487495718
33,0.005,0.1,500.0,0.0,0.1,1000.0,0.8184309695101062
34,0.005,0.1,500.0,0.0,0.2,500.0,0.817060637204522
35,0.005,0.1,500.0,0.0,0.2,1000.0,0.8266529633436108
36,0.005,0.1,500.0,0.005,0.1,500.0,0.8066118533744433
37,0.005,0.1,500.0,0.005,0.1,1000.0,0.8066118533744433
38,0.005,0.1,500.0,0.005,0.2,500.0,0.8141486810551559
39,0.005,0.1,500.0,0.005,0.2,1000.0,0.8141486810551559
40,0.005,0.1,1000.0,0.0,0.1,500.0,0.8235697156560466
41,0.005,0.1,1000.0,0.0,0.1,1000.0,0.8263103802672148
42,0.005,0.1,1000.0,0.0,0.2,500.0,0.828023295649195
43,0.005,0.1,1000.0,0.0,0.2,1000.0,0.8304213771839671
44,0.005,0.1,1000.0,0.005,0.1,500.0,0.8204864679684823
45,0.005,0.1,1000.0,0.005,0.1,1000.0,0.8204864679684823
46,0.005,0.1,1000.0,0.005,0.2,500.0,0.8249400479616307
47,0.005,0.1,1000.0,0.005,0.2,1000.0,0.8249400479616307
48,0.005,0.2,500.0,0.0,0.1,500.0,0.8124357656731758
49,0.005,0.2,500.0,0.0,0.1,1000.0,0.816032887975334
50,0.005,0.2,500.0,0.0,0.2,500.0,0.8186022610483042
